V016,15.347445784194669,15.11,0.23744578419466933
V017,14.432594754341565,15.35,-0.9174052456584345
V018,13.517743724488465,14.22,-0.7022562755115356
V019,12.668356871229857,13.35,-0.6816431287701423
V020,11.842190540015558,10.05,1.7921905400155573
V021,11.016024208801255,11.47,-0.4539757911987454
V022,10.207608650280584,10.05,0.1576086502805829
V023,9.516173421323975,9.9,-0.3838265786760253
V024,8.824738192367361,9.3,-0.4752618076326396
V025,8.133302963410747,7.95,0.18330296341074703
V026,7.441867734454137,7.7,-0.2581322655458633
V027,6.903871178521893,7.05,-0.1461288214781069
V028,6.380383008283514,6.31,0.07038300828351396
V029,5.856894838045133,5.199999809,0.656895029045133
V030,5.333406667806756,4.75,0.5834066678067558
V031,4.809918497568379,4.400000095,0.40991840256837886
V032,4.455691273131298,3.900000095,0.5556911781312976
V033,4.104918434386908,3.380000114,0.7249183203869083
V064,0.24069030617222892,0.35,-0.10930969382777106
V065,0.317244076798844,0.43,-0.11275592320115602
V066,0.45926202401995697,0.52,-0.060737975980043046
V067,0.6245004932853754,0.66,-0.03549950671462465
V068,0.7897389625507936,0.84,-0.0502610374492064
V069,0.9727282045098382,0.93,0.042728204509838164
V070,1.272697776032945,1.0,0.272697776032945
V071,1.5726673475560515,1.51,0.06266734755605152
V072,1.8726369190791587,1.66,0.21263691907915883
V073,2.172606490602266,2.18,-0.007393509397734199
V074,2.626014735149737,2.38,0.24601473514973726
V075,3.0939313653910765,2.69,0.40393136539107655
V076,3.561847995632417,3.200000048,0.361847947632417
V077,4.029764625873757,3.829999924,0.1997647018737574
V078,4.497681256115096,4.25,0.24768125611509628
V079,5.134858832157734,4.690000057,0.4448587751577344
V080,5.775490793893064,5.400000095,0.3754906988930635
