34.02000045776367
37.12189938062145,32.13322144570348
40.5066253698566,35.06308633838991,30.35108484964708
44.19996622560864,38.26009246071935,33.11845687010219,28.667787109581834
48.23006104573605,41.748597398856724,36.13815423370519,31.281678254772416,27.07784653601476
52.62761461405156,45.555179631655704,39.43318363356567,34.133900558653025,29.546768989665242,25.57608545875174
57.42613133619483,49.70884102873479,43.028649482828946,37.246184742989584,32.24080454727073,27.908079311424242,24.157613365721
62.66217050547065,54.241227812061624,46.95194518203147,40.64224290819384,35.18047872574137,30.452701298205568,26.360272797515453,22.81781097693222
68.37562484349057,59.186871664524325,51.2329618259623,44.34794919282386,38.38818853163863,33.229338572866645,28.76376782093161,24.89830898807102,21.552315201707806
74.61002443778422,64.58345282246526,55.9043159401419,48.39153690538013,41.88837310114169,36.25914598437504,31.38641036121757,27.168504073075862,23.517426971540612,20.357004930199324
81.4128683920423,70.4720871566463,61.00159798201363,52.803813630319894,45.707699898741545,39.5652072530194,34.24818200089475,29.64569256178733,25.661715049431,22.21312988069695,19.227987612918817
88.83598671579315,76.89763942887896,66.56364350014736,57.61839594715502,49.87526789328744,43.17271084236101,37.37088621691334,32.34874784066506,28.001516495622568,24.23849386432704,20.981170248506476,18.161586584581105
96.93593521070393,83.90906511098271,72.6328290173826,62.8719655509287,54.422829259358075,47.10914186695874,40.778314498591385,35.298264146737246,30.554657962037044,26.448527873667945,22.894205772269547,19.817536176176247,17.154329090976876
105.77442636209587,91.55978337034603,79.25539489220806,68.60454872542041,59.38503129307237,51.40449149798808,44.496427611969374,38.5167134724934,33.340591511285474,28.86006987891745,24.98166936042717,21.62447307480723,18.71843826833304,16.202934979885896
115.4187995185815,99.90808406382101,86.48179761821699,74.85982129835072,64.79968038546586,56.09148546218932,48.55355339161023,42.028616777159094,36.38054281947825,31.49149311426267,27.259465134607236,23.596164104658584,20.42516086447785,17.68029729278889,15.304306019202032
125.94253394206305,109.01757184078627,94.367094245764,81.68544140200031,70.70803006461274,61.205833375049245,52.98060256679575,45.86073080878959,39.69767289197264,34.362846061232496,29.744947333341926,25.747631330847657,22.287500183472833,19.2923635594074,16.699732524706825,14.455515807484467
137.4258086369554,118.95765073894319,102.97136185468324,89.13341257450519,77.1550953010497,66.78650080785498,57.811304266471815,50.0422519605564,43.31725452414951,37.496005195548136,32.4570525318208,28.095266510642883,24.31964515355116,21.051415909174484,18.2223921847122,15.773550737209368,13.653800244078534
149.9561132239017,129.80405296491998,112.36015527397754,97.26047996825062,84.18999547115533,72.87600616146378,63.08246299722511,54.60503871438206,47.266864851651796,40.91484166123071,35.416443917267344,30.656955980193644,26.537078430771135,22.970856339940187,19.883885950999066,17.211762359285533,14.89873580257754,12.896548527772024
163.6289145121512,141.63941588839617,122.60500653578711,106.1285626840255,91.8663285914796,79.52074460863312,68.83423905217379,59.58385436669329,51.57659545710049,44.645403141834855,38.64566871915454,33.45221692826807,28.956694359418666,25.065308826101774,21.696872534882413,18.78110822655074,16.257182948847678,14.07243887017647,12.18129465467388
178.54838384913057,154.55391164579282,133.78396986891485,115.8052255248367,100.24257967526755,86.77134157298667,75.1104544871723,65.01663188558902,56.27928163406499,48.7161123144623,42.1693299937007,36.50234609525105,31.596927687884264,27.35073073681898,23.675164852335207,20.493544987106933,17.739491520252304,15.35554534830765,13.291969089121844,11.505709387627986
194.82819078879282,168.64593415039965,145.98221638414444,126.36419376361627,109.38256632239403,94.68303843772755,81.95892699552434,70.94476291733699,61.41075255502075,53.157983398551714,46.01427407144962,39.83058203032148,34.477894020684424,29.844534413195795,25.833835262851903,22.362119480513137,19.35695503872083,16.75564378848681,14.503913358534597,12.554784845475407,10.867592671010295
