6.903871178521893
8.872798828117775,5.068884918540471
11.224877187621145,6.681249119037482,3.565717524327981
13.979237121898684,8.659198609952607,4.837642366973838,2.3795717348174734
17.143863685125012,11.03230047034977,6.447815576740853,3.336330172036922,1.4870846455470463
20.71718055699455,13.817485366699962,8.437642730225294,4.592909390331627,2.1643394166680174,0.8551604104470145
24.692165393829,17.01826715676066,10.83661202942528,6.201891123119643,3.092506679090071,1.2984024689403806,0.441487126892785
29.06223739836826,20.627204828608072,13.658481990118053,8.207493909841501,4.332030850311356,1.936257040769048,0.7031559251513453,0.197221387117038
33.82725861111018,24.631688669985632,16.90063760986829,10.63879538385229,5.941322660362299,2.8311203309509323,1.1012655015580062,0.33155008955302323,0.07180203974006419
38.997619624365015,29.021737448484778,20.54800127385478,13.504829671933244,7.9682227337057165,4.051333867361558,1.692705891212813,0.5492469689507323,0.12830192524948084,0.019040196065221067
44.595034600182025,33.79716401483449,24.581426910283678,16.794310170721513,10.440770622234824,5.663290286743425,2.547697729896254,0.894786784629633,0.2266601125686889,0.03645389261219595,0.002776011666213434
50.650315445480054,38.9711951750329,28.98818648820185,20.482074580103106,13.360642702791282,7.719699531779197,3.7454810829145417,1.430016551757499,0.3951471655250431,0.06933066668509412,0.005747801593831828,0.0
57.200082834629285,44.569237948996765,33.77013056333602,24.541754696304285,16.70378305774808,10.246296537343387,5.364028894644586,2.2354271593791077,0.6782315776910223,0.1308212300679386,0.011900966975084618,0.0,0.0
64.28463263539044,50.624507657603814,38.94538738715667,28.959984580566044,20.431645621940522,13.232552150470614,7.463000942736845,3.406177688977775,1.1427581601547887,0.2445115714261498,0.02464124981176215,0.0,0.0,0.0
71.94754440219116,57.17426390525424,44.54341901962173,33.74431163396098,24.51130138144118,16.634636718807858,10.062991962021055,5.038499715690375,1.8829628066610993,0.4516943774011525,0.051020324109533215,0.0,0.0,0.0,0.0
80.23594896181376,64.2588025597067,50.598677581920064,38.91955731147292,28.934154504882294,20.396844596175395,13.131238571531885,7.202889753824938,3.019217220282388,0.8222498543197009,0.10563885728715253,0.0,0.0,0.0,0.0,0.0
89.20081780448282,71.92170317538671,57.148422678449805,44.517577792817285,33.718470407156545,24.485460154636737,16.591430094677314,9.90726948155832,4.6805781032465354,1.4685306361308257,0.2187278964550952,0.0,0.0,0.0,0.0,0.0,0.0
98.89727605726151,80.21009657907457,64.2329501769675,50.572825199180876,38.89370492873373,28.908302122143102,20.370992213436214,13.071771351840281,6.957048019059011,2.5562129967701566,0.4528815808526285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.38494096146516,89.17495426099276,71.89583963189662,57.12255913495973,44.49171424932722,33.69260686366647,24.45959661114667,16.565566551187246,9.816336464441019,4.2897066379294335,0.9377026414995182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.72828793239964,98.87140134820234,80.1842218700154,64.20707546790833,50.54695049012171,38.867830219674566,28.88242741308393,20.345117504377043,13.045896642781113,6.805215941706838,1.9415367748446832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.99704644909144,109.3590550820166,89.1490683815442,71.86995375244808,57.09667325551116,44.46582836987865,33.6667209842179,24.433710731698106,16.53968067173868,9.790450584992456,4.0200004577637,0,0,0,0,0,0,0,0,0,0
